id,Image URL,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
142,https://57hours.com/wp-content/uploads/2022/10/Tho%CC%81rsmo%CC%88rk-Iceland-Northern-Lights-1920x1282.jpg,Green northern lights shining across the dark sky above snowy mountains and a still lake in Iceland. I chose it because seeing the aurora in person is one of my biggest travel dreams.,Iceland,Snowy,Evening,Winter,Sightseeing,Adventure
143,"https://lp-cms-production.imgix.net/2021-08/shutterstockRF_1541944991.jpg?auto=format,compress&q=72&w=1440&h=810&fit=crop",White houses and a busy harbor on a Greek island with clear turquoise water and small boats. I chose it because I dream of island-hopping in Greece and relaxing by the sea.,Greece,Sunny,Afternoon,Summer,Relaxing,Happiness
144,https://slightnorth.com/wp-content/uploads/2019/01/IMG_1499-610x813.jpg,"Wet cobblestone street leading to Galata Tower in Istanbul, with people walking between old buildings on a rainy day. I chose it because I love the cozy feeling of exploring historic streets in the rain.",Turkey,Rainy,Afternoon,Fall,Walking,Curiosity
145,https://a.travel-assets.com/findyours-php/viewfinder/images/res70/471000/471674-Miami.jpg,"This image shows the colorful coastline of Miami, a place I have already visited and really enjoyed. I chose it because of Miamis beaches, vibrant atmosphere , and warm weather.",Miami,Cloudy,Evening,Summer,Boarding,Excitement
146,https://a.travel-assets.com/findyours-php/viewfinder/images/res70/292000/292113-Jerusalem-And-Vicinity.jpg,"This image captures the historic and spiritual beauty of Jerusalem. I included it in my list because I have visited the city, and experiencing its ancient landmarks left a deep impression on me.",Jerusalem,Sunny,Evening,Summer,Sightseeing,Nostalgia
147,https://sahsaraycavesuites.com/wp-content/uploads/2023/03/sini3.jpg,The hot air balloons over Cappadocia are a sight Ive always wanted to experience. The unique landscape and peaceful sunrise make it a dream destination,Turkey,Sunny,Afternoon,Spring,Hot Air Ballooning,Adventure
148,https://cdn.sortiraparis.com/images/80/83517/636760-visuel-paris-tour-eiffel-cerisiers-en-fleurs.jpg,This image shows a bright spring morning in Paris with flowers blooming and the Eiffel Tower in view. I chose this place because I would love to visit Paris in the spring .,Paris,Sunny,Morning,Spring,Sightseeing,Happiness
149,https://assets3.thrillist.com/v1/image/3185166/1584x1056/crop;webp=auto;jpeg_quality=60;progressive.jpg,"This image shows a calm New York City morning, with buildings rising above the streets and the city slowly coming to life , I chose this destination because New Yorks night view inspires me , the glowing skyscrapers, bright lights, and energy of the city at night always make me want to visit.",New York,Cloudy,Morning,Fall,Sightseeing,Excitement
150,https://www.mercuryestate.com/assets/images/countries/1600x800/70d6dc9bdf08c4243731383198f9748c.jpeg,"A peaceful small-boat tour gliding through the canals of Italy, surrounded by historic architecture and calm waters. I hope to visit this place one day to enjoy its cultural charm.",Italy,Sunny,Morning,Summer,Rowing,Romance
151,https://tracks-trails.com/wp-content/uploads/2025/04/TracksTrails-How-Many-National-Parks-in-California-Yosemite-Valley-e1743701347122-1536x942.jpg,"A breathtaking view of one of Californias iconic national parks, surrounded by towering cliffs, lush forests, and dramatic natural landscapes. I chose this destination because Californias parks like Yosemite, Sequoia, or Redwood are world famous for their beauty, and I dream of exploring the trails, wildlife, and peaceful nature they offer. It represents adventure and a deep appreciation for the outdoors.",California,Cloudy,Morning,Fall,Hiking,Adventure
160,https://stockcake.com/i/misty-autumn-path_266316_52763,"A serene and mystical autumn path blanketed with fallen leaves, ensconced in a tranquil, foggy forest. Creates a peaceful, magical atmosphere perfect for reflection and nature immersion.",Japan,Cloudy,Morning,Fall,Walking,Adventure
161,https://static.vecteezy.com/system/resources/previews/027/002/084/non_2x/aerial-view-of-the-eiffel-tower-at-sunset-paris-france-aerial-panoramic-view-of-paris-with-eiffel-tower-at-sunset-france-ai-generated-free-photo.jpg,"A beautiful panoramic view of the Eiffel Tower during sunset, with golden light reflecting on the Seine River. I chose this image because it perfectly captures the romantic and iconic atmosphere of Paris.",France,Sunny,Evening,Summer,Sightseeing,Romance
162,https://a.cdn-hotels.com/gdcs/production18/d1838/041ae6b1-0a88-4c22-a648-53a22dd4a006.jpg,"A bright and colorful view of Santorini with its iconic white houses, blue domes, and vivid flowers overlooking the deep blue Aegean Sea. I chose this image because it captures the peaceful, sunny, and dream-like beauty of the island.",Greece,Sunny,Afternoon,Summer,Sightseeing,Happiness
163,https://www.traveloffpath.com/wp-content/uploads/2022/11/Skyline-Of-Dubai-United-Arab-Emirates-With-The-Tallest-Building-In-The-World-Burj-Khalifa-Reflecting-The-Sun-Shine-And-A-Sea-Of-Skyscrapers-Surrounding-It-Middle-East.jpg,A stunning view of the Dubai skyline with the Burj Khalifa glowing during sunset. I chose this image because it highlights Dubai's futuristic architecture and vibrant city atmosphere.,United Arab Emirates,Sunny,Evening,Summer,Sightseeing,Excitement
164,https://h2.gifposter.com/bingImages/TokyoSunrise_1920x1080.jpg,"A breathtaking sunset view of Tokyo with the Tokyo Skytree rising above the city. I chose this image because it captures Tokyos blend of modern architecture, warm colors, and endless urban life.",Japan,Sunny,Evening,Fall,Sightseeing,Curiosity
165,https://media.architecturaldigest.com/photos/57d07a2304d9a6143e1952d0/master/pass/venice-travel-guide.jpg,"A beautiful view of Venices Grand Canal with boats gliding through turquoise water and the stunning Santa Maria della Salute basilica in the background. I chose this image because it captures Venices peaceful, historic, and charming atmosphere.",Italy,Sunny,Afternoon,Spring,Sightseeing,Romance
166,"https://www.tripsavvy.com/thmb/p-X8mMAv-vqWct7oosovltQoKZg=/2121x1414/filters:fill(auto,1)/giza-egypt-pyramids-in-sunset-scene--wonders-of-the-world--1085205362-e1d04d7e00e94c4896ca58bed32e5a61.jpg","A stunning view of the Pyramids of Giza at sunset, with warm golden light over the desert and camels crossing the sand. I chose this image because it reflects Egypts ancient history and timeless atmosphere.",Eygypt,Sunny,Evening,Summer,Sightseeing,Curiosity
167,https://img.fotocommunity.com/new-york-a-winter-swirl-8fbdf3cb-50a2-4118-ba93-1eb8c8ae10c3.jpg?height=1080,"A serene winter view of the Brooklyn Bridge and Manhattan skyline, with snow covering the shore and reflections on the icy river. I chose this image because it shows New Yorks iconic beauty in a calm, magical winter atmosphere.",United states,Snowy,Evening,Winter,Sightseeing,Nostalgia
168,https://a.cdn-hotels.com/gdcs/production143/d1112/c4fedab1-4041-4db5-9245-97439472cf2c.jpg,"A peaceful view of Balis Ulun Danu Beratan Temple surrounded by calm reflective water, lush greenery, and bright morning sunlight. I chose this image because it shows Balis natural beauty and spiritual atmosphere.",Indonesia,Sunny,Morning,Spring,Sightseeing,Happiness
169,https://i.pinimg.com/originals/7e/85/5c/7e855c5a5b94b696ad13da177f0f62ff.jpg,"A snowy winter view of Tower Bridge in London, beautifully lit against the soft blue evening sky. I chose this image because it shows the citys iconic architecture in a peaceful and magical winter atmosphere.",United kingdom,Snowy,Evening,Winter,Sightseeing,Nostalgia
170,https://api.time.com/wp-content/uploads/2023/03/Worlds-Greatest-Places-Barcelona-Spain.jpg,A golden sunset view over Barcelona with the Sagrada Família rising beautifully in the center of the city. I chose this image because it shows the unique architecture of Gaudí surrounded by the vibrant grid-like streets of Barcelona.,Spain,Sunny,Evening,Summer,Sightseeing,Curiosity
171,"https://assets.vogue.com/photos/676993635b71bcc73dd8f6df/master/w_960,c_limit/kudadoo-maldives-private.jpg","A circular overwater resort in the Maldives surrounded by clear turquoise water. I chose this place because it is peaceful, romantic, and perfect for a relaxing",Maldives,Sunny,Afternoon,Summer,Relaxing,Romance
172,https://sothebysrealty.gr/wp-content/uploads/2016/11/Santorini-sunset-at-dawn-Greece-Sothebys-International-Realty-1400x696.jpg,"A beautiful sunset view of Santorini with its white houses and blue domes overlooking the sea. I chose this place because it has peaceful scenery, stunning colors, and unique architecture that feels relaxing and inspiring.",Greece,Sunny,Evening,Summer,Sightseeing,Romance
173,https://www.schengenvisa.ae/blog/wp-content/uploads/2024/07/italy-752x440.jpg,"A scenic view of the Rialto Bridge in Venice over calm green water, chosen for its historic charm and beautiful architecture.",Italy,Cloudy,Afternoon,Fall,Exploring,Curiosity
174,https://www.urtrips.com/wp-content/uploads/2017/02/rialto-bridge1.jpg,"A beautiful coastal view in Bali with clear blue water, a sandy beach, and a cliffside pool, chosen for its tropical scenery and relaxing atmosphere.",Indonesia,Cloudy,Afternoon,Summer,Relaxing,Happiness
175,https://www.andamandaphuket.com/sites/andamanda/files/inline-images/admd%20phuket.jpg,"A tropical beach in Thailand with clear turquoise water, long-tail boats, and lush green cliffs, chosen for its vibrant colors and relaxing natural scenery.",Thailand,Sunny,Afternoon,Summer,Relaxing,
176,https://worldinparis.com/wp-content/uploads/2022/01/View-from-the-Pantheon.jpg,"A golden sunset view of the Eiffel Tower surrounded by the city and green gardens, chosen for its iconic beauty and peaceful atmosphere.",France,Cloudy,Morning,Spring,Sightseeing,
177,https://cdn.cheapoguides.com/wp-content/uploads/sites/3/2017/09/Higashiyama-Street-Kyoto-1280x600.jpg,"A traditional street in Kyoto with people wearing colorful kimonos, chosen for its cultural atmosphere and beautiful wooden architecture.",Japan,Sunny,Afternoon,Spring,Exploring,Curiosity
178,https://www.fairflight.de/blog/wp-content/uploads/2011/10/Honolulu-Oahu-Hawaii1-1080x640.jpg,"A bright coastal view of Waikiki Beach with turquoise water, golden sand, and the Diamond Head crater in the background, chosen for its lively atmosphere and beautiful ocean scenery.",USA,Sunny,Morning,Summer,Relaxing,Happiness
179,https://www.gonext.com/wp-content/uploads/2020/02/Dubai.jpg,"A glowing evening view of Dubai Marina with tall modern skyscrapers and bright city lights, chosen for its impressive skyline and vibrant atmosphere.",United Arab Emirates,Sunny,Evening,Winter,Sightseeing,Excitement
180,https://vacations.aircanada.com/.imaging/focalarea/wide/2000x/dam/jcr:ba71b9a9-b890-4816-8f7a-14fa2606bdcc/MCE-26334-DEST-Mexico-Tulum_Tulum-Ruins.jpg,"A scenic view of Tulums ancient ruins overlooking a turquoise beach, chosen for its mix of history, nature, and beautiful coastline.",Mexico,Sunny,Morning,Summer,Relaxing,
182,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-tnYu7WTzbnhDgUoP-ch1ZfrGkVxrj5nqZHq1AvKSJkzOUBGloKg3JTHUHCzy1J-ymur4spa8rBElZcinoHvtJd5akiNsf3aKCyOfAqZFRF_nkCk1ES7dq90wjjJteis_dzA=w594-h343-n-k-no,A turquoise alpine lake surrounded by mountains; I chose it because of its peaceful scenery and stunning water color.,Switzerland,Sunny,Morning,Summer,Sightseeing,Happiness
183,https://cdn.praguecitytourism.city/2024/03/13101933/01-stm-radnice-0288ret-m.jpg,Historic cobblestone street with old buildings and a clock tower — I chose it because the classic European architecture and narrow lanes evoke a strong sense of nostalgia and timeless charm.,Czechia,Cloudy,Afternoon,Fall,Sightseeing,Nostalgia
184,https://i.pinimg.com/736x/8b/b7/21/8bb721025130b3678a4702e1c3dbbd8f.jpg,"Historic stone streets and old-town architecture of Edinburgh — chosen because its medieval vibe and quiet, cobbled streets evoke nostalgia and a sense of history.",United Kingdom,Snowy,Evening,Winter,Wandering,Romance
185,https://www.tripsavvy.com/thmb/C55SxvFfoqLpb9IFL3rHLtvUn2M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-642333830-5bd6f58dc9e77c0058677fba.jpg,"Snow-covered city street of New York, with buildings and lamps glistening under a white blanket — I chose it because snow transforms the urban hustle into a calm, almost magical winter scene.",United States,Snowy,Evening,Winter,Wandering,Nostalgia
187,https://www.palestineremembered.com/Acre/Acre/Picture128744.webp,"Historic stone buildings and old-town architecture by the sea in Acre — I chose it because its ancient walls and Mediterranean vibe evoke heritage, history and connection to roots.",Palestine,Sunny,Afternoon,Summer,Wandering,Nostalgia
188,https://www.royalcaribbean.com/media-assets/pmc/content/dam/excalibur/digital-stock/royalty-free/shutterstock/2023/01/stock-photo-galata-tower-and-the-street-in-the-old-town-of-istanbul-turkey-554343394.jpg?w=1024,"A historic street in Istanbul with the Galata Tower rising above — I chose it because the ancient architecture and urban layers evoke rich history, cultural depth, and a sense of timeless exploration.",Turkey,Sunny,Afternoon,Spring,Sightseeing,Curiosity
189,https://delivery.gfobcontent.com/api/public/content/e05b3127330148318e274d56f897304a?v=7933cd65,"A view of traditional houses and canals in the Netherlands — I picked it because the classic narrow houses with gabled rooftops and water-city layout show the unique charm of Dutch architecture and give a nostalgic, peaceful vibe.",Netherlands,Cloudy,Afternoon,Spring,Relaxing,Romance
200,https://www.pexels.com/photo/st-peter-basilica-russia-under-clouded-sky-236294/,"A square photo of Saint Basil’s Cathedral in Red Square, Moscow, under a cloudy sky. I chose it because it’s a famous landmark with colorful domes.",Russia,Cloudy,Afternoon,Spring,Sightseeing / Photography,Excitement
201,https://www.arabnews.jp/en/wp-content/uploads/sites/2/2024/03/aqsa-2.jpg,A powerful view of worshippers praying outside the Al-Qibli Chapel. I would love to visit Al-Aqsa Mosque because the Israeli occupation has prevented us from visiting it for years.,Palestine,Sunny,Afternoon,Summer,Praying,Melancholy
202,https://help-tourists-in-paris.com/wp-content/uploads/2018/05/Foto-Eiffelturm-1024x768.jpg,"A stunning view of the Eiffel Tower,i would love to visit this place because it is the global symbol of romance and architectural ingenuity",France,Sunny,Afternoon,Spring,Sightseeing,Romance
203,https://www.egypttoursportal.com/images/2022/11/Camel-Ride-in-Giza-Pyramids-Egypt-Tours-Portal.jpg,A group of tourists riding camels in the desert with the pyramids in the background. I would love to visit it because its historic value as an ancient wonder is timeless.,Egypt,Sunny,Afternoon,Summer,Camel Riding,Adventure
204,https://images.pexels.com/photos/30772731/pexels-photo-30772731/free-photo-of-maiden-s-tower-in-istanbul-overlooking-bosphorus.jpeg,The iconic tower sitting on the Bosphorus strait with boats sailing nearby. I would love to visit it because I see it in Turkish series a lot,Turkey,Sunny,Afternoon,Summer,Boating,Romance
205,https://img.freepik.com/premium-photo/alhambra-palace-after-snow-winter_173338-65.jpg,A breathtaking view of the Alhambra fortress standing tall amidst a snowy landscape. I would love to visit it because it reminds me of the Islamic history in Al-Andalus,Spain,Snowy,Afternoon,Winter,Sightseeing,Nostalgia
